,nom,nconst
2287,WarwickThornton,nm0861610
1775,JamieThraves,nm0861899
1760,JacobThuesen,nm0862002
963,DenisThybaud,nm0862312
4884,Tiburce,nm0862622
5970,GregTiernan,nm0862911
579,EricTill,nm0863254
143,GeorgeTillmanJr.,nm0863387
300,PatrickTimsit,nm0863816
6346,PhilTippett,nm0864138
484,JohnnieTo,nm0864775
378,JamesToback,nm0864812
3902,MichelToesca,nm0865475
3899,MariaSoleTognazzi,nm0865572
4660,HubertToint,nm0865651
894,EricToledano,nm0865918
2696,MarkTonderai,nm0867127
210,GiuseppeTornatore,nm0868153
248,GuillermodelToro,nm0868219
4812,EmilianoTorres,nm0868623
1712,OlivierTorres,nm0868779
3395,MoussaToure,nm0869715
1427,StuartTownsend,nm0870204
4181,DanTrachtenberg,nm0870469
4342,SekouTraore,nm0871031
1889,PabloTrapero,nm0871086
1353,PeteTravis,nm0871428
5640,SergioTrefaut,nm0871708
2413,JeffTremaine,nm0871860
710,SteveTrenbirth,nm0872045
6456,JasmineTrinca,nm0872910
6671,PierreTrividic,nm0873211
4713,FienTroch,nm0873260
6637,GaryTrousdale,nm0873779
2700,FernandoTrueba,nm0874096
5942,SvetlaTsotsorkova,nm0875159
1732,KazuyaTsurumaki,nm0875453
2083,AnandTucker,nm0875793
403,LaurentTuel,nm0876146
4432,MarcoTurco,nm0876956
2917,CyrilTuschi,nm0878216
551,DavidTwohy,nm0878638
3216,MortenTyldum,nm0878763
2742,EitanZur,nm0879322
2496,Jean-MarieTeno,nm0879403
5021,FerencTorok,nm0879559
1150,HerminaTyrlova,nm0879624
3739,AlainUghetto,nm0880085
2663,AndreiUjica,nm0880297
3655,LivUllmann,nm0880521
7177,RihoUnt,nm0881351
2163,KirioUrayama,nm0881591
4243,ZazaUrushadze,nm0882203
2153,YesimUstaoglu,nm0882445
4407,MathieuVadepied,nm0882997
1576,EricValette,nm0884659
1023,EricValli,nm0885108
1234,Jean-MarcVallee,nm0885249
5378,DidierVanCauwelaert,nm0885857
4186,PieterVanHees,nm0887068
1949,PhilippeVanLeeuw,nm0887375
4359,SabrinaVanTassel,nm0888079
2914,Pierre-YvesVandeweerd,nm0888926
1765,AgnesVarda,nm0889513
6194,ValentineVarela,nm0889649
5789,DilipVarma,nm0890054
5124,RamGopalVarma,nm0890060
5097,FlorentVassault,nm0890782
5078,AntonVassil,nm0890810
1629,TomVaughan,nm0891114
1335,MatthewVaughn,nm0891216
165,FrancisVeber,nm0891554
664,JeanVeber,nm0891556
4139,PaulVecchiali,nm0891580
3948,GabrielVelazquez,nm0892804
145,GoreVerbinski,nm0893659
1260,Jean-DanielVerhaeghe,nm0894139
1739,SylvieVerheyde,nm0894173
3624,SimonVerhoeven,nm0894207
6766,MarieVermillard,nm0894439
103,MarionVernoux,nm0894742
2780,GiovanniVeronesi,nm0894787
4324,MarcusVetter,nm0895455
3492,SandrineVeysset,nm0895526
3962,ArnaudViard,nm0895752
3296,DanieleVicari,nm0895835
4226,FerdinandoVicentiniOrgnani,nm0895930
2889,FredericVideau,nm0896459
7232,EmmanuelVieilly,nm0896612
1390,DanielVigne,nm0897045
2224,GregoireVigneron,nm0897065
6270,FlorenceVignon,nm0897095
2812,AgustiVila,nm0897295
3791,AnneVillaceque,nm0897674
2740,AgustiVillaronga,nm0898063
4971,TeresaVillaverde,nm0898177
1801,DenisVilleneuve,nm0898288
7245,ThierryVilleneuve,nm0898306
199,LaurentVinas-Raymond,nm0898512
981,ChristianVincent,nm0898603
1548,ThomasVincent,nm0898773
1348,PierreVinour,nm0899077
2556,ThomasVinterberg,nm0899121
4486,WillVinton,nm0899139
6666,NortonVirgien,nm0899329
2807,PaoloVirzi,nm0899501
2607,MiguelAngelVivas,nm0900251
6025,GerovonBoehm,nm0902001
2833,UtevonMunchow-Pohl,nm0902741
3214,MargarethevonTrotta,nm0903137
5010,NicolasWackerbarth,nm0903177
2885,VaclavVorlicek,nm0903474
7342,AnVrombaut,nm0904126
2865,PascalVuong,nm0904449
4050,PetrVaclav,nm0904605
218,LillyWachowski,nm0905152
2206,LanaWachowski,nm0905154
2596,NicolasWadimoff,nm0905570
1623,JeffWadlow,nm0905592
1076,RupertWainwright,nm0906548
1733,AndrzejWajda,nm0906667
3545,Marc-HenriWajnberg,nm0906676
1874,KojiWakamatsu,nm0906709
282,MichaelWalker,nm0908037
1875,StephenWalker,nm0908223
494,RandallWallace,nm0908824
5858,KieronJ.Walsh,nm0909735
279,WayneWang,nm0911061
4056,MatthewWarchus,nm0911334
6757,LeanderWard,nm0911685
58,RegisWargnier,nm0912224
642,MarkWaters,nm0914132
3446,ScottWaugh,nm0915304
1170,PeterWebber,nm0916424
5254,BruceWeber,nm0916510
512,ChrisWedge,nm0917188
536,ApichatpongWeerasethakul,nm0917405
3092,AnneWeil,nm0917934
1511,PaulWeiland,nm0917992
3058,DarylWein,nm0918078
5345,HansWeingartner,nm0918326
1416,JedWeintrob,nm0918554
5725,InaWeisse,nm0919227
332,ChrisWeitz,nm0919363
191,PaulWeitz,nm0919369
2063,JohnWells,nm0920274
390,SimonWells,nm0920425
5401,NinaWels,nm0920492
4279,StinaWerenfels,nm0921262
5428,MayaDa-Rin,nm0921345
2670,SandraWerneck,nm0921348
138,SimonWest,nm0922346
4674,WashWestmoreland,nm0922903
1429,TanyaWexler,nm0923330
998,JossWhedon,nm0923736
7378,LizWhitaker,nm0924289
4524,ChelWhite,nm0924603
1200,JohnWhitesell,nm0925870
2575,MichaelWhyte,nm0926688
1104,BoWiderberg,nm0927090
290,GavinWilding,nm0928691
6619,TadeuszWilkosz,nm0929509
2450,JohnH.Williams,nm0930964
2542,TodWilliams,nm0931095
764,NickWilling,nm0932216
414,SimonWincer,nm0934578
655,GaryWinick,nm0935095
5248,EdoardoWinspeare,nm0935529
1239,MichaelWinterbottom,nm0935863
82,KirkWise,nm0936374
591,FrederickWiseman,nm0936464
633,LenWiseman,nm0936482
769,AlexanderWitt,nm0936838
650,BilleWoodruff,nm0937306
1714,FredWolf,nm0937748
351,JamesWong,nm0939128
2229,AndresWood,nm0939540
7285,PhilippeWorms,nm0941547
2808,DeanWright,nm0942331
989,EdgarWright,nm0942367
1064,JoeWright,nm0942504
149,BoazYakin,nm0945026
3945,YojiYamada,nm0945282
72,EiichiYamamoto,nm0945412
5892,TakashiYamazaki,nm0945724
27,EdwardYang,nm0945981
1252,MennanYapo,nm0946327
5341,DavidYarovesky,nm0946521
1045,DavidYates,nm0946734
1740,HoytYeatman,nm0947087
944,KerenYedaya,nm0947121
4879,WilsonYip,nm0948159
2518,HiromasaYonebayashi,nm0948488
884,BenYounger,nm0950226
112,RonnyYu,nm0950553
2563,Woo-PingYuen,nm0950759
2203,JenniferYuhNelson,nm0950775
6645,KunihikoYuyama,nm0951197
228,ZabouBreitman,nm0951456
3116,JonathanZaccai,nm0951520
3154,JustinZackham,nm0951698
5549,DrorZahavi,nm0951944
5455,GianniZanasi,nm0952820
7500,AnteZaninovic,nm0953032
4530,ShemiZarhin,nm0953468
3139,YolandeZauberman,nm0953706
13,ArunasZebriunas,nm0954066
426,ArielZeitoun,nm0954437
1272,RoschdyZem,nm0954704
1120,MahmoudZemmouri,nm0954786
1891,MarinaZenovich,nm0954912
2312,ChristianZerbib,nm0955026
6702,KarlZero,nm0955103
680,YimouZhang,nm0955443
723,ClaudeZidi,nm0956022
921,Jean-JacquesZilbermann,nm0956454
7284,TonniZinck,nm0956918
2376,Zirek,nm0957396
3417,CraigZobel,nm0957505
1430,ErickZonca,nm0957794
4280,AndrzejZulawski,nm0958558
275,HaraldZwart,nm0958969
640,JoelZwick,nm0959034
590,TerryZwigoff,nm0959062
3949,PerAhlin,nm0959746
1493,JonasAkerlund,nm0959774
5765,TatsushiOmori,nm0959994
7400,KatsuhiroOtomo,nm0960028
7333,AnisiaUzeyman,nm0961869
1871,CorinnePuget,nm0962593
6696,BrianTaylor,nm0962729
4249,SteveMoreau,nm0963045
2819,AbdallahBadis,nm0968605
2818,YvesJeuland,nm0969395
1862,SemihKaplanoglu,nm0969427
3122,CodyCameron,nm0970606
891,SimonJ.Smith,nm0971239
6842,JavierMariscal,nm0973475
3400,FleurAlbert,nm0974796
6927,AntonioPiazza,nm0988803
3711,FabioGrassadonia,nm0989305
3931,FedericoVeiroj,nm0992159
3422,WayneBlair,nm0992370
4001,AleAbreu,nm0994245
4719,BehnamBehzadi,nm0994258
6753,BenGluck,nm0994310
771,JulieLipinski,nm0994358
2646,AliciaDuffy,nm0994520
3360,OlivierPeyon,nm0994562
3912,HilaryAudus,nm0996406
706,SamuelBenchetrit,nm0996471
4062,LaurentBecue-Renard,nm0996574
5498,MarikoHarkonen,nm0997091
3012,JustinKurzel,nm0997291
308,HerveRenoh,nm0997841
6675,JohnSanford,nm0998551
6243,LukeHolland,nm0998930
7201,IsmoVirtanen,nm0999536
2320,SergeBromberg,nm1000499
5660,RajathRavishankar,nm10005229
5583,FredericdeBrabant,nm1000686
6207,MarieKreutzer,nm1001232
4396,GurvinderSingh,nm10020747
4074,MichaelDougherty,nm1002424
4081,RaphaelNeal,nm1002819
5667,SahraMani,nm10029966
4803,NicolasLeclere,nm1004595
1605,MarcWebb,nm10050350
5546,CyrilleDroux,nm10068479
5092,ValeskaGrisebach,nm1007136
3321,AlvaroLongoria,nm1007525
4950,JuanAntin,nm1010601
4966,BonniCohen,nm1010896
7498,EdithPatrouilleau,nm10113306
7207,GhiathAyoub,nm10117063
715,YannMoix,nm1011749
7226,LjubomirStefanov,nm10118100
5721,MichelaOcchipinti,nm1011841
2200,RoarUthaug,nm1012385
2679,RupertWyatt,nm1012501
5599,HiroshiOkuyama,nm10131548
6856,NorbertoLopezAmado,nm1013662
2611,LucyWalker,nm1013671
5751,EduardoGuillot,nm10138868
1115,LionelBailliu,nm1014409
4147,EmilieCherpitel,nm1014584
3052,KariJuusonen,nm1015050
2951,FredericLouf,nm1015191
6545,RonanDeSuin,nm10159049
4227,DavidFarr,nm1016333
2451,JamesMarsh,nm1016428
853,LaurentTirard,nm1016687
1035,GonzaloLopez-Gallego,nm1018426
5125,BenjaminMillepied,nm1018521
524,KevinDonovan,nm1019493
2559,AndreaKiss,nm1019551
7513,JustinThompson,nm10203796
5104,JoePenna,nm1020835
5580,LeilaBenAribi,nm10208747
3982,RachidaBrakni,nm1021224
922,HatsukiTsuji,nm1022334
3253,BenhZeitlin,nm1022455
6362,CelineSong,nm10227660
5513,Jean-LouisMahe,nm10229573
7204,GillSgambato,nm10229574
2048,RaminBahrani,nm1023919
5060,JohnKrasinski,nm1024677
4372,WayneRoberts,nm10263028
2775,BradFurman,nm1026778
2800,GavinWiesen,nm1026883
1853,LisandroAlonso,nm1027762
1654,MarcDugain,nm1029158
1711,AgnesKocsis,nm1030585
4795,GeorgiLazarevski,nm1030794
5386,MatthiasLuthardt,nm1031003
3579,MikkelNorgaard,nm1031708
3963,JeanPerisse,nm1032108
3001,LoreneScafaria,nm1032521
3183,StephanSchesch,nm1032539
7499,NegarehHalimi,nm10326382
4479,NicolasDeveaux,nm10330433
1503,TenShimoyama,nm1033087
5185,ApollineTraore,nm1033205
5638,GeorgesGuillot,nm10333770
5832,Jean-RobertViallet,nm1033455
2845,ArielVromen,nm1033517
6075,ArielWinograd,nm1033668
1528,AgnieszkaWojtowicz-Vosloo,nm1033683
6330,PayalKapadia,nm10339953
2151,FranckRichard,nm1035941
6629,KartikSingh,nm10363302
3625,DelphineLanson,nm1036646
4297,ValerieMinetto,nm1036723
2714,EmilieJouvet,nm10369711
4750,SergioG.Sanchez,nm1037221
4965,DustinGuyDefa,nm1037451
3258,DavidSukup,nm1037515
2119,TatiaRosenthal,nm1038127
4086,PedroRivero,nm1038878
6137,ZaidaBergroth,nm1039438
6022,AntonioAmaral,nm10397756
3534,MorganSpurlock,nm1041597
2786,TerryJones,nm10417595
6292,TetsuroKodama,nm10429652
5686,ArthurLevivier,nm10467115
1305,EricdeMontalier,nm1047271
6837,StephaneBebert,nm1047777
820,DanielLeconte,nm1048908
3544,LennyAbrahamson,nm1049433
5843,HindeBoujemaa,nm1049573
6260,IsakiLacuesta,nm1050097
1736,JoachimLafosse,nm1050098
5047,SalvadorSimo,nm1050535
7345,FelixDutilloy-Liegeois,nm10509011
1863,RieRasmussen,nm1051346
4003,StephanieGirerd,nm1051422
1593,PascalLaugier,nm1052791
1244,DuncanTucker,nm1053371
2091,TomFord,nm1053530
3961,MichaelTully,nm1054429
5588,SophieLoridon,nm10546165
7442,AdamChapman,nm10550998
6928,ThibautChatel,nm1055220
5708,CecileBesnault,nm10563476
5886,Charles-AntoinedeRouvre,nm1056457
4995,Hari,nm10573713
5871,OlivierJobard,nm10577153
7260,ClaireBillet,nm10577154
6173,LiseThibeault,nm10584784
6615,ClaireGlorieux,nm10586452
5722,LorenzaGarcia,nm10592435
6925,ClementineYelnik,nm1059759
3392,StuartMurdoch,nm1060010
2981,KeiichiHara,nm1060975
4730,JeroYun,nm10615340
6889,Jean-FrancoisPriester,nm1061571
1567,PhilippeClaudel,nm1061623
1350,JeromeBonnell,nm1062000
5804,MarcDufaud,nm10620407
4222,VincentKesteloot,nm1062463
4574,PamelaVarela,nm1063093
2223,NikolajArcel,nm1064048
5784,ChristophePellet,nm1064065
4624,ManuelSanchez,nm1064185
4760,PhilippeAzoulay,nm1064674
1932,TaylanBarman,nm1064709
4584,MouradBoucif,nm1064812
4269,BrunoFrancois-Boucher,nm1065260
2276,SanaaHamri,nm1065402
7240,DominiqueVarma,nm10654840
6829,JoaoJardim,nm1065588
1966,YukihikoTsutsumi,nm1066739
1701,M.J.Bassett,nm1068186
2555,JoshFox,nm1068198
5730,FrankBeauvais,nm1068661
3956,NoazDeshe,nm1068981
5855,BorisPetric,nm10690449
1880,OlatundeOsunsanmi,nm1069989
2726,MarianCrisan,nm10700391
1586,TomMcGrath,nm10705205
5810,MarieFrapin,nm10706507
7259,DavidCaviglioli,nm10709088
7251,MarceloBarbosa,nm10711799
5952,BorisSvartzman,nm10715214
6741,StephaneBerla,nm1071849
4157,VeronikaFranz,nm1072411
5788,ZacharieHeyblom-Taliercio,nm10732120
7239,VladimirAuque,nm10732121
481,JonSherman,nm1073965
5138,DavidKerr,nm10748510
5416,FilipDiviak,nm10752476
1463,RyanMurphy,nm1075436
2395,RajaAmari,nm1075853
3089,CarinneCoisman,nm10760236
6870,JulienLenoir,nm10760237
520,Louis-PascalCouvelaire,nm1076296
6287,MohamedNadif,nm10764265
6257,YngvildSveFlikke,nm1076550
2135,TomGustafson,nm1076716
661,YannSamuell,nm1077168
2253,BenoitPhilippon,nm1077663
6274,VirginieSauveur,nm1077862
864,ThierrySchiel,nm1077873
2512,PhilippeLocquet,nm1078935
2246,GeorgeNolfi,nm1079776
2897,BenPalmer,nm10800589
4945,OlivierServais,nm1082337
4224,NeerajGhaywan,nm10826106
4772,DiederikVanRooijen,nm1082611
653,CyrildeGasperis,nm1082772
1209,KevinMunroe,nm1083489
6005,ThomasBornot,nm1083519
5962,Mary-NoelNiba,nm10842413
6399,JorgeDorado,nm1085270
3758,BenjaminGuedj,nm1085510
5870,Marie-AngeGorbanevsky,nm10858409
1896,Zep,nm1086937
1683,GustaveKervern,nm1086956
5914,PradeepRanganathan,nm10869704
1337,PascaleLamche,nm1088150
485,PhilippeVidal,nm1088737
4027,DanielWolfe,nm10889161
6458,JeroenJaspaert,nm1090105
4113,EtienneLabroue,nm1090362
6622,FrancoisNarboux,nm1090752
7531,SelenaPicque,nm10909651
2107,CristiPuiu,nm1090998
4892,ShigeharuTakahashi,nm1091436
6916,ChengLi,nm10918665
3355,BrianPercival,nm1093053
4851,BenYoung,nm10931004
1741,PennyAllen,nm1094888
6388,LeonardoBrzezicki,nm1095499
198,IvanCalberac,nm1095625
721,FrancoisDesagnat,nm1096212
6948,CaoGuimaraes,nm1097048
1919,FrancoiseHuguier,nm1097367
7262,EricGeorgeault,nm10980089
5880,HeleneWalter,nm10980090
1172,MichelLeclerc,nm1098171
815,RawsonMarshallThurber,nm1098493
5869,PierreWestelynck,nm10996071
7028,YannickRenier,nm1099640
3727,JeremySaulnier,nm1099918
1547,AJSchnack,nm1099970
2887,JanSchomburg,nm1099979
7510,SophieOlgadeJong,nm11006971
3107,MathieuZeitindjioglou,nm1101221
5424,Anne-ClaireDolivet,nm11015179
6240,SophieBoudre,nm1102455
7104,PascalAdant,nm1103106
3649,MarceloGomes,nm1103123
581,TimStory,nm1103162
2286,HeitorDhalia,nm1104944
4605,MarineFrancen,nm1105160
5126,AntoineRaimbault,nm1106163
6170,RafikiFariala,nm11068068
4104,DavidAndre,nm1107381
4937,ToniGarcia,nm11079303
3420,DavidLowery,nm1108007
3970,AnneAlix,nm1108291
7372,MaudBaigneres,nm1108392
5169,BootsRiley,nm1108556
5860,RolandNurier,nm11086195
3007,CortoFajal,nm1109092
1882,DuaneHopkins,nm1109502
2729,PiaMarais,nm1110037
6593,S.G.Charles,nm11100421
6546,MehdiFikri,nm11104874
2368,SoiCheang,nm1110912
7280,BaptisteEtchegaray,nm11109830
5895,FabienneLeHouerou,nm11112386
7405,MikaTard,nm1112145
4060,MartinBourboulon,nm1113528
3809,GillesDeroo,nm1113801
6784,RainerFrimmel,nm1114006
5251,MiwaNishikawa,nm1114829
6385,OmarBelkacemi,nm11160954
6436,ClaireDoyon,nm1116133
4465,CharlesChu,nm11161604
4120,JohnBruno,nm1117067
6748,MohsenAbdolvahab,nm1117275
5227,ElsaAmiel,nm1117318
2972,VivianeCandas,nm1117656
2758,JalmariHelander,nm1118351
3383,BerylKoltz,nm1118659
5167,AlexisMichalik,nm1119022
3892,BenjaminRocher,nm1119478
2259,LynnShelton,nm1119645
5461,EricTosti,nm1119868
741,ColinTrevorrow,nm1119880
2536,JasmilaZbanic,nm1120092
4886,DavidAlaux,nm1120902
7030,FrantisekVasa,nm1124595
3595,Jean-BaptisteAndrea,nm1125131
6206,Anne-LaureDaffis,nm1125646
2574,AnneDepetrini,nm1125677
2006,AbelFerry,nm1125872
770,ThierryKlifa,nm1126428
7315,LeoMarchand,nm1126697
3838,StephaneMeunier,nm1126800
2047,MassyTadjedin,nm1127653
4793,LidiaTerki,nm1127696
1888,RubenOstlund,nm1128037
7534,MatthieuYakovleff,nm11312372
2568,Madonna,nm11322657
6067,AhmedHamidi,nm1132407
7094,JulienHerve,nm1132447
6449,BastienMilheau,nm11330663
938,GarthJennings,nm1134029
491,OliasBarco,nm1135265
1129,DarrenLynnBousman,nm1135423
4979,MarieGarel-Weiss,nm1136191
2290,BrillanteMendoza,nm1137289
1663,AdrianSitaru,nm1138158
5348,VaranteSoudjian,nm1138210
6589,StephanRytz,nm11385494
2489,EricVuillard,nm1138568
2212,ChrisMorris,nm11387240
2736,HeidiEwing,nm11396682
1085,NeilBurger,nm1139726
3017,StevenKnight,nm1140275
5387,HuBo,nm11406961
1342,RabahAmeur-Zaimeche,nm1140699
5981,DavidPaquin,nm11411288
3635,OlivierDelahaye,nm1141178
1205,MatthieuDelaporte,nm1141181
3697,MitraFarahani,nm1141314
5263,VanessaFilho,nm1141338
1977,YvesChristianFournier,nm1141369
3524,DanieleIncalcaterra,nm1141620
4365,ColmMcCarthy,nm1142073
1406,LaurentdeBartillat,nm1143183
5235,CrystalMoselle,nm1145920
880,FredericBerthe,nm1147848
6838,SaraZiff,nm1151835
4444,CraigJohnson,nm11520772
6959,GalenT.Chu,nm1154886
2431,PhilippeGuillard,nm1155314
5218,IramHaq,nm1155348
4459,PatrickViret,nm1156672
6644,AndyByatt,nm1158188
940,VincentGrashaw,nm1159083
5658,PunitMalhotra,nm1159647
1628,KevinTancharoen,nm1160495
2270,MichaWald,nm1160648
4520,StephenDunn,nm11607622
2854,HenryJoost,nm1160962
6400,MargueritedeHillerin,nm11626919
3728,ClioBarnard,nm1163237
4350,OttoBathurst,nm1163264
6116,SuzanneLindon,nm11633954
540,HanneloreCayre,nm1163751
4199,StefanoConsiglio,nm1163929
6125,JesseMiceli,nm11645844
3681,CiaranFoy,nm1164602
673,XavierGens,nm1164755
1373,MarcGibaja,nm1164782
1232,SethGordon,nm1164861
6712,StephaneMalandrin,nm1166131
5255,LuisOrtega,nm1166781
1757,VadimPerelman,nm1166926
7128,DavidRane,nm1167170
2610,AleksiSalmenpera,nm1167412
3955,ThomasSalvador,nm1167415
7289,MathieuTuffreau,nm11686415
842,AndreyZvyagintsev,nm1168657
1495,ChrisSanders,nm11698297
5099,CeciliaAtan,nm1170183
6221,MohammadRezaAslani,nm1170241
6528,SuzyCohen,nm1170248
6981,BrunoCollet,nm1170249
3832,SantiagoLoza,nm1170265
1447,MartinWeisz,nm1170286
5026,JuliusAvery,nm1170339
6562,LaurentBru,nm1170375
6210,SophieHyde,nm1170520
2680,J.C.Chandor,nm1170855
3480,PatrickMorris,nm1171418
2627,DanielEspinosa,nm1174251
5927,BastienSimon,nm11744247
1458,Pascal-AlexVincent,nm1174756
4877,ThierryFremaux,nm1175459
4274,CyrilGelblat,nm1175497
1317,PierreLaffargue,nm1175903
2014,AlexRivera,nm11760587
2765,JoaoNicolau,nm1176219
2793,DavidWnendt,nm1177494
4817,ChristopherMurray,nm11779230
3221,FabriceCamoin,nm1178289
5779,MilapZaveri,nm1179457
564,RobinBudd,nm1180460
3766,KerenBenRafael,nm1180774
1746,EmmanuelCausse,nm1180921
3097,CornelGheorghita,nm1181287
6508,DominiqueGonzalez-Foerster,nm1181313
6198,NicolRuizBenavides,nm11813658
2028,AngeLeccia,nm1181727
5905,PearryReginaldTeo,nm1182611
6596,FabienMazzocco,nm11827304
1275,BernardWerber,nm1182776
4020,StefanLiberski,nm1183062
5645,MarianoLlinas,nm1183471
2191,WilliamMonahan,nm1184258
7176,KrishnaChandranA.Nair,nm11858552
7196,MatthiasTemmermans,nm1186427
1347,QuentinDupieux,nm1189197
6107,JeanneDressen,nm11896172
2310,KamenKalev,nm1189816
3611,PeterMonsaert,nm1190385
6105,AlexandraPianelli,nm11904426
3763,DavidOelhoffen,nm1190532
1555,JacquesOuaniche,nm1190574
3418,WalterTournier,nm1191315
4575,FranciscoVarone,nm1191388
6171,AliceEkman,nm11915255
5787,EllenoreLoehr,nm11917204
6511,CeliaTisserant,nm11926301
7524,CeliaTocco,nm11926302
1397,SeanEllis,nm1193346
4751,LucAnnest,nm1193660
1933,TristanAurouet,nm1193701
2399,PatricChiha,nm1194101
2652,DiegoLerman,nm1195308
7002,ThomasLiegeard,nm1195344
52,Jean-LucMagneron,nm1195419
6466,KajsaNaess,nm1195792
4253,CarloAlbertoPinelli,nm1195993
2975,CarlosReygadas,nm1196161
1166,OlivierVanHoofstadt,nm1196794
301,MarcusNispel,nm1197971
2962,BenjaminAvila,nm1198000
3431,PaulKing,nm11982679
2856,AnneGiafferi,nm1199305
9,JacquesPanijel,nm1199842
5064,OlivierAyache-Vidal,nm1201869
1926,GelaBabluani,nm1201875
3373,AntoineBarraud,nm1201906
1324,VincentGarenq,nm1202716
1509,Jean-PaulGuyon,nm1202826
4441,KabirKhan,nm1203138
1745,SarahLeonor,nm1205561
6473,VincentMottez,nm12066452
1969,DrewGoddard,nm1206844
1817,SamuelBayer,nm1207904
4927,MartineDeyres,nm1209607
6935,RodolpheLauga,nm1211787
6382,NelsonDilipkumar,nm12135964
3557,JacquesSarasin,nm1213932
7068,AlbanTeurlai,nm1214137
3161,GarethEvans,nm12141765
6440,MaryaZarif,nm12146205
7073,CyrilBrody,nm1215982
3657,AndrewBujalski,nm1216004
3493,JonWatts,nm1218281
3491,DavidMoreau,nm1219963
1831,JamesWatkins,nm1220140
6366,PatrickAttali,nm12219802
1829,DiegoMartinezVignatti,nm1222038
1025,ChristopherSmith,nm12224441
6071,HomiAdajania,nm1223294
2929,AndresBaiz,nm1223381
1494,RobLetterman,nm1224299
2862,WesBall,nm1226871
3688,EduardoLamora,nm1228024
3801,GregoireLeprince-Ringuet,nm1228072
3262,NicolasMercier,nm1228287
6762,AndreaSantana,nm1228822
2838,ScottSpeer,nm1228976
3888,RichardRaymond,nm12317778
4115,AntoineBardou-Jacquet,nm1232843
2345,JulienRambaldi,nm1234012
2839,PierreRambaldi,nm1234013
893,TakashiShimizu,nm1234345
1752,Jean-MarcVincent,nm1234800
1450,SylvainWhite,nm1234893
2846,JohnShank,nm1235483
2801,S.J.Clarkson,nm1237416
2190,JamesPonsoldt,nm1242054
2933,AriePosin,nm1242062
4514,RunarRunarsson,nm1242172
7364,ZoltanHorvath,nm1243738
2394,MichaelGracey,nm1243905
3680,RaphaelBeaugrand,nm1244084
2250,OskarSantos,nm1245735
5568,TrevorHardy,nm12465170
4440,CordulaKablitz-Post,nm1248456
6017,CelineRouzet,nm12488752
4617,UdiAloni,nm1250535
6792,ShojaAzari,nm1250603
5151,ScottHamiltonKennedy,nm1251618
6286,AbdallahAl-Khatib,nm12518046
7163,ClaraLinhart,nm1252217
4709,BertrandMandico,nm1252362
2388,ShirinNeshat,nm1252622
5482,MarceloNovaisTeles,nm1252650
4481,BenjaminWeill,nm1255286
5761,BenjaminEuvrard,nm1255755
6496,MartinJauvat,nm12560062
1916,AntoineCharreyron,nm1256756
1041,YvesFajnberg,nm1257087
2531,FabriceGobert,nm1257259
2358,RaduJude,nm1257492
6703,SandraMartin,nm12578451
3026,JoachimTrier,nm1258686
3939,EskilVogt,nm1258777
6441,Jean-LouisCros,nm1259004
6945,CarlosAgullo,nm1259337
1639,DannyLerner,nm1259726
7533,BenoitSomville,nm12602445
7388,MicheleSalimbeni,nm1261465
3607,LaraSaba,nm1264094
2111,SusannaWhite,nm1264352
511,VeraCais,nm1265428
7146,Francois-RegisJeanne,nm1266087
2025,JohannesRoberts,nm1266897
3535,PatrickBossard,nm1267827
950,StephanieChuat,nm1268012
7311,VeselaKazakova,nm1268982
2945,MichaleBoganim,nm1271328
3008,SueBourne,nm1271349
3854,SaraForestier,nm1271759
3376,PhilippeLacote,nm1272284
3562,MartinLeGall,nm1272325
857,PrachyaPinkaew,nm1272773
5485,JulienRappeneau,nm1272853
5027,PetraBiondinaVolpe,nm1273344
5559,MartinRosete,nm1274203
4907,ChrisButler,nm12758422
3708,JustineMalle,nm1276532
6226,ThomasPaulot,nm12766683
6344,LaurentGeslin,nm12771645
6355,SimonRembado,nm12783391
2425,F.JavierGutierrez,nm1279573
5950,DanielBruhl,nm12799093
6609,LouisSeguin,nm1281168
2651,OlivierBabinet,nm1282415
3260,IgnacioFerreras,nm1282993
2281,ChuanLu,nm1283651
5448,CamilleVidal-Naquet,nm1283911
985,AngelaRobinson,nm1286340
2605,NathalieBorgers,nm1286742
2900,MarianoCohn,nm1286935
